File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF212WWF	bed narrowPeak	peaks	ENCSR468ZXN	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF352KRQ, ENCFF390DNP	3323713	ENCODE Processing Pipeline	92d52e38060e1d0dc7f3702aaaebba9d		https://www.encodeproject.org/files/ENCFF212WWF/@@download/ENCFF212WWF.bed.gz	hg19				archived	s3://encode-public/2017/12/01/c9dcb219-4f3b-409f-aa14-b19477d15685/ENCFF212WWF.bed.gz				
ENCFF097UOL	bed narrowPeak	peaks	ENCSR274SDO	DNase-seq	NTR:0000529	right arm bone	tissue	Homo sapiens											DNA					False	2018-01-29	ENCODE				1							ENCFF683DNG, ENCFF967OQF	2025424	ENCODE Processing Pipeline	42db8b62e9847dba4406cf9b62605197		https://www.encodeproject.org/files/ENCFF097UOL/@@download/ENCFF097UOL.bed.gz	GRCh38				released	s3://encode-public/2018/05/04/70de9930-42be-434d-bc26-a60194a10449/ENCFF097UOL.bed.gz				
ENCFF463KFI	bed narrowPeak	peaks	ENCSR274SDO	DNase-seq	NTR:0000529	right arm bone	tissue	Homo sapiens											DNA					False	2018-01-29	ENCODE				1							ENCFF390DNP, ENCFF885MKW	2016161	ENCODE Processing Pipeline	443089939c0e15c5f57c91cb4f271d9d		https://www.encodeproject.org/files/ENCFF463KFI/@@download/ENCFF463KFI.bed.gz	hg19				released	s3://encode-public/2018/05/14/a7aedaaa-62e1-437f-8817-d2d8001a0ebf/ENCFF463KFI.bed.gz				
ENCFF011XSC	bed narrowPeak	peaks	ENCSR274SDO	DNase-seq	NTR:0000529	right arm bone	tissue	Homo sapiens											DNA					False	2018-01-29	ENCODE				1							ENCFF683DNG, ENCFF967OQF	2029925	ENCODE Processing Pipeline	690ea7f8b820d1adf73f5759d6d02197		https://www.encodeproject.org/files/ENCFF011XSC/@@download/ENCFF011XSC.bed.gz	GRCh38				archived	s3://encode-public/2018/01/16/a1529988-e9a8-47fb-a3c0-843cebaa1e07/ENCFF011XSC.bed.gz				
ENCFF141TWX	bed narrowPeak	peaks	ENCSR274SDO	DNase-seq	NTR:0000529	right arm bone	tissue	Homo sapiens											DNA					False	2018-01-29	ENCODE				1							ENCFF390DNP, ENCFF885MKW	2015718	ENCODE Processing Pipeline	5e105958a7706fbd8d85982462c516f8		https://www.encodeproject.org/files/ENCFF141TWX/@@download/ENCFF141TWX.bed.gz	hg19				archived	s3://encode-public/2018/01/21/ed018886-530a-483a-a44c-a38b01b22fff/ENCFF141TWX.bed.gz				
ENCFF860VMW	bed narrowPeak	peaks	ENCSR449HOQ	DNase-seq	NTR:0000531	right leg bone	tissue	Homo sapiens											DNA					False	2018-01-29	ENCODE				1							ENCFF858KXH, ENCFF967OQF	2457126	ENCODE Processing Pipeline	a62ebcfa3737506c4c08dba8d19edb84		https://www.encodeproject.org/files/ENCFF860VMW/@@download/ENCFF860VMW.bed.gz	GRCh38				released	s3://encode-public/2018/05/04/97e8ed0e-1a37-48d9-a86f-7071c49cc962/ENCFF860VMW.bed.gz				
ENCFF369GLM	bed narrowPeak	peaks	ENCSR449HOQ	DNase-seq	NTR:0000531	right leg bone	tissue	Homo sapiens											DNA					False	2018-01-29	ENCODE				1							ENCFF390DNP, ENCFF572GHK	2447690	ENCODE Processing Pipeline	4b3d90f1dcf98135706126de88a5972d		https://www.encodeproject.org/files/ENCFF369GLM/@@download/ENCFF369GLM.bed.gz	hg19				released	s3://encode-public/2018/05/14/2f738399-c5d8-42c7-8c72-d9e35f660c11/ENCFF369GLM.bed.gz				
ENCFF730GIJ	bed narrowPeak	peaks	ENCSR449HOQ	DNase-seq	NTR:0000531	right leg bone	tissue	Homo sapiens											DNA					False	2018-01-29	ENCODE				1							ENCFF858KXH, ENCFF967OQF	2461675	ENCODE Processing Pipeline	49712c9845b6cfe68f41a022545ff132		https://www.encodeproject.org/files/ENCFF730GIJ/@@download/ENCFF730GIJ.bed.gz	GRCh38				archived	s3://encode-public/2018/01/18/1e227437-8ebd-44cb-b997-6729f84cf41b/ENCFF730GIJ.bed.gz				
ENCFF270OTN	bed narrowPeak	peaks	ENCSR449HOQ	DNase-seq	NTR:0000531	right leg bone	tissue	Homo sapiens											DNA					False	2018-01-29	ENCODE				1							ENCFF390DNP, ENCFF572GHK	2446991	ENCODE Processing Pipeline	41ccdbbf998f5db3a4adee099150ff7a		https://www.encodeproject.org/files/ENCFF270OTN/@@download/ENCFF270OTN.bed.gz	hg19				archived	s3://encode-public/2018/01/22/93422e27-1a97-4faa-b590-a957e2cefba3/ENCFF270OTN.bed.gz				
ENCFF438EZP	bed narrowPeak	peaks	ENCSR695AUY	DNase-seq	CL:0001054	CD14-positive monocyte	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF950QGD, ENCFF967OQF	566298	ENCODE Processing Pipeline	c35476728ec12a07f03772138953f4c4		https://www.encodeproject.org/files/ENCFF438EZP/@@download/ENCFF438EZP.bed.gz	GRCh38				released	s3://encode-public/2018/05/06/5d1e0ab5-fcda-4577-8a2a-36e5cbd9350a/ENCFF438EZP.bed.gz				
ENCFF063IUG	bed narrowPeak	peaks	ENCSR695AUY	DNase-seq	CL:0001054	CD14-positive monocyte	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF175LYA, ENCFF390DNP	565090	ENCODE Processing Pipeline	77f2838e5ec315dae4da5bbd3e2b54d6		https://www.encodeproject.org/files/ENCFF063IUG/@@download/ENCFF063IUG.bed.gz	hg19				released	s3://encode-public/2018/05/14/bb1f07e3-e64d-4572-8252-9447907b1cd5/ENCFF063IUG.bed.gz				
ENCFF228QBR	bed narrowPeak	peaks	ENCSR695AUY	DNase-seq	CL:0001054	CD14-positive monocyte	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF066AVB, ENCFF992CZQ	567227	ENCODE Processing Pipeline	d75f20d32c6c5391e7d44cd2dbd76918		https://www.encodeproject.org/files/ENCFF228QBR/@@download/ENCFF228QBR.bed.gz	GRCh38				archived	s3://encode-public/2016/11/03/09042cb3-4387-4797-a97c-e9e0eb542331/ENCFF228QBR.bed.gz				
ENCFF564MST	bed narrowPeak	peaks	ENCSR695AUY	DNase-seq	CL:0001054	CD14-positive monocyte	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF651DEE	562481	ENCODE Processing Pipeline	79ed3c65e5386caff9cc87286eec1afa		https://www.encodeproject.org/files/ENCFF564MST/@@download/ENCFF564MST.bed.gz	hg19				archived	s3://encode-public/2016/11/03/86698fee-0c6c-4d63-bbf0-085c82244e2d/ENCFF564MST.bed.gz				
ENCFF915XQC	bed narrowPeak	peaks	ENCSR695AUY	DNase-seq	CL:0001054	CD14-positive monocyte	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF950QGD, ENCFF967OQF	567910	ENCODE Processing Pipeline	e42fa7c9f231ebf87887f73cdf9ed5a9		https://www.encodeproject.org/files/ENCFF915XQC/@@download/ENCFF915XQC.bed.gz	GRCh38				archived	s3://encode-public/2017/09/18/ba6371ea-7fd4-4166-b937-e7854fdbfa28/ENCFF915XQC.bed.gz				
ENCFF708WKP	bed narrowPeak	peaks	ENCSR695AUY	DNase-seq	CL:0001054	CD14-positive monocyte	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF175LYA, ENCFF390DNP	565075	ENCODE Processing Pipeline	5eb79de7dc9ee5bccff75d21a4ce6095		https://www.encodeproject.org/files/ENCFF708WKP/@@download/ENCFF708WKP.bed.gz	hg19				archived	s3://encode-public/2017/09/19/6378c5d2-dc5a-42d3-af27-a7b3a42bb0a9/ENCFF708WKP.bed.gz				
ENCFF745UXV	bed narrowPeak	peaks	ENCSR731QLJ	DNase-seq	CL:0000134	mesenchymal cell	in vitro differentiated cells	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF175COB, ENCFF390DNP	3210087	ENCODE Processing Pipeline	3b6cd7e831dff198c2bd35fb5fe493bc		https://www.encodeproject.org/files/ENCFF745UXV/@@download/ENCFF745UXV.bed.gz	hg19				released	s3://encode-public/2018/05/07/14b71772-c519-4ada-bcfd-f16893ca0232/ENCFF745UXV.bed.gz				
ENCFF911JWG	bed narrowPeak	peaks	ENCSR731QLJ	DNase-seq	CL:0000134	mesenchymal cell	in vitro differentiated cells	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF417IQN, ENCFF967OQF	3216049	ENCODE Processing Pipeline	c87c58bb1dbcd4e3096735d2b673719b		https://www.encodeproject.org/files/ENCFF911JWG/@@download/ENCFF911JWG.bed.gz	GRCh38				released	s3://encode-public/2018/05/08/d345fad9-92ad-4cc6-9592-46a4116d80f5/ENCFF911JWG.bed.gz				
ENCFF328RHP	bed narrowPeak	peaks	ENCSR489NAM	DNase-seq	EFO:0006711	OCI-LY7	cell line	Homo sapiens											DNA					False	2015-08-31	ENCODE				1							ENCFF770HOF, ENCFF967OQF	1324140	ENCODE Processing Pipeline	32a417fbfd90ba5eb2a488da9786b175		https://www.encodeproject.org/files/ENCFF328RHP/@@download/ENCFF328RHP.bed.gz	GRCh38				released	s3://encode-public/2018/05/06/03f24ed9-469f-4adf-aa78-8beb5f16d2da/ENCFF328RHP.bed.gz				
ENCFF190VGB	bed narrowPeak	peaks	ENCSR489NAM	DNase-seq	EFO:0006711	OCI-LY7	cell line	Homo sapiens											DNA					False	2015-08-31	ENCODE				2							ENCFF670VVE, ENCFF967OQF	1774353	ENCODE Processing Pipeline	68da1fb91c67cade4adf15e2fa6f9832		https://www.encodeproject.org/files/ENCFF190VGB/@@download/ENCFF190VGB.bed.gz	GRCh38				released	s3://encode-public/2018/05/06/67889698-3815-4a43-8c04-4fc65d1fad9b/ENCFF190VGB.bed.gz				
ENCFF260PQV	bed narrowPeak	peaks	ENCSR489NAM	DNase-seq	EFO:0006711	OCI-LY7	cell line	Homo sapiens											DNA					False	2015-08-31	ENCODE				1							ENCFF390DNP, ENCFF906KZN	1318696	ENCODE Processing Pipeline	95cf95fe262888d98fa6b5ecd99fab8e		https://www.encodeproject.org/files/ENCFF260PQV/@@download/ENCFF260PQV.bed.gz	hg19				released	s3://encode-public/2018/05/14/549416a9-09ac-4165-adef-bbd87d4742df/ENCFF260PQV.bed.gz				
ENCFF696LIK	bed narrowPeak	peaks	ENCSR489NAM	DNase-seq	EFO:0006711	OCI-LY7	cell line	Homo sapiens											DNA					False	2015-08-31	ENCODE				2							ENCFF133BSL, ENCFF390DNP	1771736	ENCODE Processing Pipeline	0a5420a062d4c52b9dce96a44cdf7e7b		https://www.encodeproject.org/files/ENCFF696LIK/@@download/ENCFF696LIK.bed.gz	hg19				released	s3://encode-public/2018/05/14/2a5a5919-4d4a-4e19-b4c6-3431586b39a6/ENCFF696LIK.bed.gz				
ENCFF483THJ	bed narrowPeak	peaks	ENCSR489NAM	DNase-seq	EFO:0006711	OCI-LY7	cell line	Homo sapiens											DNA					False	2015-08-31	ENCODE				2							ENCFF785KYZ	2218012	John Stamatoyannopoulos, UW	e1d06b009ac18171c97aabb71ef643ee		https://www.encodeproject.org/files/ENCFF483THJ/@@download/ENCFF483THJ.bed.gz	hg19				archived	s3://encode-public/2016/04/28/504dc05e-a993-4819-8fe8-01293146b9b4/ENCFF483THJ.bed.gz				
ENCFF709YGM	bed narrowPeak	peaks	ENCSR489NAM	DNase-seq	EFO:0006711	OCI-LY7	cell line	Homo sapiens											DNA					False	2015-08-31	ENCODE				1							ENCFF749PZS	1921985	John Stamatoyannopoulos, UW	11e8cc6fd61e6436fef291e0e0ba01c5		https://www.encodeproject.org/files/ENCFF709YGM/@@download/ENCFF709YGM.bed.gz	hg19				archived	s3://encode-public/2016/04/28/16d262d5-ffa5-493c-afb0-371bce580b1e/ENCFF709YGM.bed.gz				
ENCFF395YXZ	bed narrowPeak	peaks	ENCSR489NAM	DNase-seq	EFO:0006711	OCI-LY7	cell line	Homo sapiens											DNA					False	2015-08-31	ENCODE				1							ENCFF163ZHO, ENCFF720RNR	1290780	ENCODE Processing Pipeline	e6bb7175cfdf9bca692a8883f73a901f		https://www.encodeproject.org/files/ENCFF395YXZ/@@download/ENCFF395YXZ.bed.gz	hg19				archived	s3://encode-public/2016/10/13/c5dbfabe-1c97-455a-b0a6-99e8a5fa37ee/ENCFF395YXZ.bed.gz				
ENCFF550NXL	bed narrowPeak	peaks	ENCSR489NAM	DNase-seq	EFO:0006711	OCI-LY7	cell line	Homo sapiens											DNA					False	2015-08-31	ENCODE				2							ENCFF163ZHO, ENCFF211UMT	1729568	ENCODE Processing Pipeline	4ade9bf909ea8c58b03ef735305c859b		https://www.encodeproject.org/files/ENCFF550NXL/@@download/ENCFF550NXL.bed.gz	hg19				archived	s3://encode-public/2016/10/13/a13f99dc-dd34-4c19-ae28-f7876aa9b661/ENCFF550NXL.bed.gz				
ENCFF712OAU	bed narrowPeak	peaks	ENCSR489NAM	DNase-seq	EFO:0006711	OCI-LY7	cell line	Homo sapiens											DNA					False	2015-08-31	ENCODE				1							ENCFF878MUE, ENCFF992CZQ	1302818	ENCODE Processing Pipeline	5c20d8f4eef5ba3077c292de0d15e22a		https://www.encodeproject.org/files/ENCFF712OAU/@@download/ENCFF712OAU.bed.gz	GRCh38				archived	s3://encode-public/2016/10/25/b0e5fc70-e2a2-495d-a06a-dbbc92262a44/ENCFF712OAU.bed.gz				
ENCFF278DAW	bed narrowPeak	peaks	ENCSR489NAM	DNase-seq	EFO:0006711	OCI-LY7	cell line	Homo sapiens											DNA					False	2015-08-31	ENCODE				2							ENCFF172LUJ, ENCFF992CZQ	1735292	ENCODE Processing Pipeline	cf784a11b6d9dce4db7e721979ec8566		https://www.encodeproject.org/files/ENCFF278DAW/@@download/ENCFF278DAW.bed.gz	GRCh38				archived	s3://encode-public/2016/10/25/65d36750-cf46-4cdd-80f2-dfc4dd37150f/ENCFF278DAW.bed.gz				
ENCFF533ZUQ	bed narrowPeak	peaks	ENCSR489NAM	DNase-seq	EFO:0006711	OCI-LY7	cell line	Homo sapiens											DNA					False	2015-08-31	ENCODE				1							ENCFF770HOF, ENCFF967OQF	1327895	ENCODE Processing Pipeline	d09250ea38d0aad1abd60e0f9bb4217a		https://www.encodeproject.org/files/ENCFF533ZUQ/@@download/ENCFF533ZUQ.bed.gz	GRCh38				archived	s3://encode-public/2017/08/24/70a0a35e-10f4-4551-a867-28fe199bc28b/ENCFF533ZUQ.bed.gz				
ENCFF410VBV	bed narrowPeak	peaks	ENCSR489NAM	DNase-seq	EFO:0006711	OCI-LY7	cell line	Homo sapiens											DNA					False	2015-08-31	ENCODE				2							ENCFF670VVE, ENCFF967OQF	1777663	ENCODE Processing Pipeline	e8366c1077d935cdb212a8d9d06fc4ac		https://www.encodeproject.org/files/ENCFF410VBV/@@download/ENCFF410VBV.bed.gz	GRCh38				archived	s3://encode-public/2017/08/24/c1343447-d6f5-48d8-a5a5-05ad590841f2/ENCFF410VBV.bed.gz				
ENCFF269OPM	bed narrowPeak	peaks	ENCSR489NAM	DNase-seq	EFO:0006711	OCI-LY7	cell line	Homo sapiens											DNA					False	2015-08-31	ENCODE				1							ENCFF390DNP, ENCFF906KZN	1318287	ENCODE Processing Pipeline	ca9c77725cc0ce31c8c923db0e02ac63		https://www.encodeproject.org/files/ENCFF269OPM/@@download/ENCFF269OPM.bed.gz	hg19				archived	s3://encode-public/2017/09/10/c26ac43c-807e-4e0d-8de7-2072b626c3ea/ENCFF269OPM.bed.gz				
ENCFF223TKR	bed narrowPeak	peaks	ENCSR489NAM	DNase-seq	EFO:0006711	OCI-LY7	cell line	Homo sapiens											DNA					False	2015-08-31	ENCODE				2							ENCFF133BSL, ENCFF390DNP	1771661	ENCODE Processing Pipeline	74ace704aa7ccf6224a1abbd18256ccc		https://www.encodeproject.org/files/ENCFF223TKR/@@download/ENCFF223TKR.bed.gz	hg19				archived	s3://encode-public/2017/09/10/7e0ee409-0f98-4c62-a550-1e9173a16039/ENCFF223TKR.bed.gz				
ENCFF879ZZA	bed narrowPeak	peaks	ENCSR503HIB	DNase-seq	UBERON:0002129	cerebellar cortex	tissue	Homo sapiens											DNA					False	2015-08-31	ENCODE				2							ENCFF470NWN	1928302	John Stamatoyannopoulos, UW	c0906fdf7b76d95e7f468d1df7909521		https://www.encodeproject.org/files/ENCFF879ZZA/@@download/ENCFF879ZZA.bed.gz	hg19				archived	s3://encode-public/2015/10/30/326b8458-0fef-41ce-88e5-0d48773ab8ea/ENCFF879ZZA.bed.gz				
ENCFF337NAS	bed narrowPeak	peaks	ENCSR503HIB	DNase-seq	UBERON:0002129	cerebellar cortex	tissue	Homo sapiens											DNA					False	2015-08-31	ENCODE				2							ENCFF604KEM, ENCFF967OQF	1302263	ENCODE Processing Pipeline	4c37f7e2d44611cd5dd70702fe338b89		https://www.encodeproject.org/files/ENCFF337NAS/@@download/ENCFF337NAS.bed.gz	GRCh38				released	s3://encode-public/2018/05/04/bf0a436c-53f1-4040-acd5-7712a1621bbf/ENCFF337NAS.bed.gz				
ENCFF053XFC	bed narrowPeak	peaks	ENCSR503HIB	DNase-seq	UBERON:0002129	cerebellar cortex	tissue	Homo sapiens											DNA					False	2015-08-31	ENCODE				1							ENCFF957ZSY, ENCFF967OQF	2352034	ENCODE Processing Pipeline	31e04a3ea165732d7ab9157a09fa83a7		https://www.encodeproject.org/files/ENCFF053XFC/@@download/ENCFF053XFC.bed.gz	GRCh38				released	s3://encode-public/2018/05/04/b85d1674-f62c-4a69-a341-43647b22bd1b/ENCFF053XFC.bed.gz				
ENCFF482VEA	bed narrowPeak	peaks	ENCSR503HIB	DNase-seq	UBERON:0002129	cerebellar cortex	tissue	Homo sapiens											DNA					False	2015-08-31	ENCODE				1							ENCFF811YXP	3075903	John Stamatoyannopoulos, UW	074dce43afcb185a729d1246fbc15673		https://www.encodeproject.org/files/ENCFF482VEA/@@download/ENCFF482VEA.bed.gz	hg19				archived	s3://encode-public/2016/07/31/ec015813-0a08-461f-8a09-1b8a2f94a50a/ENCFF482VEA.bed.gz				
ENCFF885IBS	bed narrowPeak	peaks	ENCSR970ZLG	DNase-seq	UBERON:0002108	small intestine	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF513MDH, ENCFF967OQF	885454	ENCODE Processing Pipeline	09586ed0000114f941776231923807ee		https://www.encodeproject.org/files/ENCFF885IBS/@@download/ENCFF885IBS.bed.gz	GRCh38				released	s3://encode-public/2018/05/06/eaa73a2c-88b7-4d9e-8cb0-6fdc5da36f47/ENCFF885IBS.bed.gz				
ENCFF063OCF	bed narrowPeak	peaks	ENCSR970ZLG	DNase-seq	UBERON:0002108	small intestine	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF701UAW	885821	ENCODE Processing Pipeline	d32d3c3821b6cdca3ef683a7c735dc02		https://www.encodeproject.org/files/ENCFF063OCF/@@download/ENCFF063OCF.bed.gz	hg19				released	s3://encode-public/2018/05/14/f2d70896-c4eb-49c2-9e5a-8b07cc6983a1/ENCFF063OCF.bed.gz				
ENCFF716KMR	bed narrowPeak	peaks	ENCSR970ZLG	DNase-seq	UBERON:0002108	small intestine	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF668QAR, ENCFF992CZQ	848815	ENCODE Processing Pipeline	97ecc85af7938a59b14d34ae3f9d7f3b		https://www.encodeproject.org/files/ENCFF716KMR/@@download/ENCFF716KMR.bed.gz	GRCh38				archived	s3://encode-public/2016/10/30/e214656e-9f26-4454-b472-ec1db9aaea27/ENCFF716KMR.bed.gz				
ENCFF866PBJ	bed narrowPeak	peaks	ENCSR970ZLG	DNase-seq	UBERON:0002108	small intestine	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF391PRC	845805	ENCODE Processing Pipeline	cc46eea8ae32bda997283ede2650a561		https://www.encodeproject.org/files/ENCFF866PBJ/@@download/ENCFF866PBJ.bed.gz	hg19				archived	s3://encode-public/2016/10/30/8c055a52-3e0b-4050-8f61-a4b850aebe97/ENCFF866PBJ.bed.gz				
ENCFF756JNG	bed narrowPeak	peaks	ENCSR970ZLG	DNase-seq	UBERON:0002108	small intestine	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF513MDH, ENCFF967OQF	886727	ENCODE Processing Pipeline	115e749c5ae7a12c8799318a371fb81d		https://www.encodeproject.org/files/ENCFF756JNG/@@download/ENCFF756JNG.bed.gz	GRCh38				archived	s3://encode-public/2017/09/18/af9e2d3f-2996-46d9-a837-0aa8e14cedcc/ENCFF756JNG.bed.gz				
ENCFF114NLK	bed narrowPeak	peaks	ENCSR970ZLG	DNase-seq	UBERON:0002108	small intestine	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF701UAW	885673	ENCODE Processing Pipeline	c5031dda99e5cd8e7743e8f8d275d834		https://www.encodeproject.org/files/ENCFF114NLK/@@download/ENCFF114NLK.bed.gz	hg19				archived	s3://encode-public/2017/09/19/335305c0-4f46-40b7-add6-c326c18a5223/ENCFF114NLK.bed.gz				
ENCFF001SQR	bed narrowPeak	peaks	ENCSR000ENJ	DNase-seq	CL:0000746	cardiac muscle cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-16	ENCODE				1, 2							ENCFF001BBQ, ENCFF001DAO, ENCFF001DAQ	1855541	John Stamatoyannopoulos, UW	33bafe1dec86a0145e064ff159e8bd94		https://www.encodeproject.org/files/ENCFF001SQR/@@download/ENCFF001SQR.bed.gz	hg19				archived	s3://encode-public/2012/09/01/f3bb26aa-ab21-4d2e-a344-0016c1f9a17f/ENCFF001SQR.narrowPeak.gz				
ENCFF001VZQ	bed narrowPeak	peaks	ENCSR000ENJ	DNase-seq	CL:0000746	cardiac muscle cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-16	ENCODE				1, 2							ENCFF001BBQ	3009217	John Stamatoyannopoulos, UW	70182202c510a14ca8e2a753140447a8		https://www.encodeproject.org/files/ENCFF001VZQ/@@download/ENCFF001VZQ.bed.gz	hg19				archived	s3://encode-public/2012/07/12/963baf0e-1ad6-4500-8134-1a2d2bf8e366/ENCFF001VZQ.narrowPeak.gz				
ENCFF001WHY	bed narrowPeak	peaks	ENCSR000ENJ	DNase-seq	CL:0000746	cardiac muscle cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-16	ENCODE				2							ENCFF001DAO	1886805	John Stamatoyannopoulos, UW	e7dee3b50978a3ac28096be0c4a98edb		https://www.encodeproject.org/files/ENCFF001WHY/@@download/ENCFF001WHY.bed.gz	hg19				archived	s3://encode-public/2011/01/11/5d024d5b-3dec-4117-88b0-565e2155f1ff/ENCFF001WHY.narrowPeak.gz				
ENCFF001WHX	bed narrowPeak	peaks	ENCSR000ENJ	DNase-seq	CL:0000746	cardiac muscle cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-16	ENCODE				1							ENCFF001DAQ	2240246	John Stamatoyannopoulos, UW	22a9b72b64c555a739924f8191e3a1e2		https://www.encodeproject.org/files/ENCFF001WHX/@@download/ENCFF001WHX.bed.gz	hg19				archived	s3://encode-public/2011/01/11/83976246-d21c-4513-bb28-94c68e68f2a1/ENCFF001WHX.narrowPeak.gz				
ENCFF687CLF	bed narrowPeak	peaks	ENCSR000ENJ	DNase-seq	CL:0000746	cardiac muscle cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-16	ENCODE				1							ENCFF967OQF, ENCFF990BOK	3327823	ENCODE Processing Pipeline	66337cd13624de57c3abf72938096c4d		https://www.encodeproject.org/files/ENCFF687CLF/@@download/ENCFF687CLF.bed.gz	GRCh38				released	s3://encode-public/2018/05/04/25f02ef4-44d1-41f9-86fc-9c9bcd5da5dc/ENCFF687CLF.bed.gz				
ENCFF277DAW	bed narrowPeak	peaks	ENCSR000ENJ	DNase-seq	CL:0000746	cardiac muscle cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-16	ENCODE				2							ENCFF206IPU, ENCFF967OQF	1050537	ENCODE Processing Pipeline	26d0f263a48086af1455968cd9fbd0bf		https://www.encodeproject.org/files/ENCFF277DAW/@@download/ENCFF277DAW.bed.gz	GRCh38				released	s3://encode-public/2018/05/04/5453a7c6-080c-41e5-8f2b-e76c7ce0c0ef/ENCFF277DAW.bed.gz				
ENCFF156RTG	bed narrowPeak	peaks	ENCSR000ENJ	DNase-seq	CL:0000746	cardiac muscle cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-16	ENCODE				1							ENCFF150TMB, ENCFF390DNP	3321948	ENCODE Processing Pipeline	3272f191b40bc65cb10ba3fcaf4f0879		https://www.encodeproject.org/files/ENCFF156RTG/@@download/ENCFF156RTG.bed.gz	hg19				released	s3://encode-public/2018/05/07/7c365572-813e-4026-85bc-7b3fa32a5c37/ENCFF156RTG.bed.gz				
