FANTOM5_sample_id	FANTOM5_sample_name	treatment	cell_line	cancer	sex	add	OnTarget_cell_or_tissue	comments
CNhs11904	CD14+ monocyte derived endothelial progenitor cells, donor3	No	No	No	male	Yes	endothelial progenitor cell (derived from CD14-positive monocyte)	
CNhs13468	CD14+ monocytes - mock treated, donor1	No	No	No	female	No	monocyte (CD14-positive)	mock treated
CNhs13484	CD14+ monocytes - mock treated, donor2	No	No	No	male	No	monocyte (CD14-positive)	mock treated
CNhs13491	CD14+ monocytes - mock treated, donor3	No	No	No	female	No	monocyte (CD14-positive)	mock treated
CNhs13474	CD14+ monocytes - treated with B-glucan, donor1	Yes	No	No	male	No	monocyte (CD14-positive)	
CNhs13489	CD14+ monocytes - treated with B-glucan, donor2	Yes	No	No	male	No	monocyte (CD14-positive)	
CNhs13495	CD14+ monocytes - treated with B-glucan, donor3	Yes	No	No	female	No	monocyte (CD14-positive)	
CNhs13465	CD14+ monocytes - treated with BCG, donor1	Yes	No	No	female	No	monocyte (CD14-positive)	
CNhs13475	CD14+ monocytes - treated with BCG, donor2	Yes	No	No	male	No	monocyte (CD14-positive)	
CNhs13543	CD14+ monocytes - treated with BCG, donor3	Yes	No	No	female	No	monocyte (CD14-positive)	
CNhs13473	CD14+ monocytes - treated with Candida, donor1	Yes	No	No	female	No	monocyte (CD14-positive)	
CNhs13488	CD14+ monocytes - treated with Candida, donor2	Yes	No	No	male	No	monocyte (CD14-positive)	
CNhs13494	CD14+ monocytes - treated with Candida, donor3	Yes	No	No	female	No	monocyte (CD14-positive)	
CNhs13472	CD14+ monocytes - treated with Cryptococcus, donor1	Yes	No	No	female	No	monocyte (CD14-positive)	
CNhs13487	CD14+ monocytes - treated with Cryptococcus, donor2	Yes	No	No	male	No	monocyte (CD14-positive)	
CNhs13546	CD14+ monocytes - treated with Cryptococcus, donor3	Yes	No	No	female	No	monocyte (CD14-positive)	
CNhs13469	CD14+ monocytes - treated with Group A streptococci, donor1	Yes	No	No	female	No	monocyte (CD14-positive)	
CNhs13532	CD14+ monocytes - treated with Group A streptococci, donor2	Yes	No	No	male	No	monocyte (CD14-positive)	
CNhs13492	CD14+ monocytes - treated with Group A streptococci, donor3	Yes	No	No	female	No	monocyte (CD14-positive)	
CNhs13466	CD14+ monocytes - treated with IFN + N-hexane, donor1	Yes	No	No	female	No	monocyte (CD14-positive)	
CNhs13476	CD14+ monocytes - treated with IFN + N-hexane, donor2	Yes	No	No	male	No	monocyte (CD14-positive)	
CNhs13490	CD14+ monocytes - treated with IFN + N-hexane, donor3	Yes	No	No	female	No	monocyte (CD14-positive)	
CNhs13470	CD14+ monocytes - treated with lipopolysaccharide, donor1	Yes	No	No	female	No	monocyte (CD14-positive)	
CNhs13533	CD14+ monocytes - treated with lipopolysaccharide, donor2	Yes	No	No	male	No	monocyte (CD14-positive)	
CNhs13545	CD14+ monocytes - treated with lipopolysaccharide, donor3	Yes	No	No	female	No	monocyte (CD14-positive)	
CNhs13471	CD14+ monocytes - treated with Salmonella, donor1	Yes	No	No	female	No	monocyte (CD14-positive)	
CNhs13485	CD14+ monocytes - treated with Salmonella, donor2	Yes	No	No	male	No	monocyte (CD14-positive)	
CNhs13493	CD14+ monocytes - treated with Salmonella, donor3	Yes	No	No	female	No	monocyte (CD14-positive)	
CNhs13467	CD14+ monocytes - treated with Trehalose dimycolate (TDM), donor1	Yes	No	No	female	No	monocyte (CD14-positive)	
CNhs13483	CD14+ monocytes - treated with Trehalose dimycolate (TDM), donor2	Yes	No	No	male	No	monocyte (CD14-positive)	
CNhs13544	CD14+ monocytes - treated with Trehalose dimycolate (TDM), donor3	Yes	No	No	female	No	monocyte (CD14-positive)	
CNhs10852	CD14+ Monocytes, donor1	No	No	No	male	Yes	monocyte (CD14-positive)	
CNhs11954	CD14+ Monocytes, donor2	No	No	No	male	Yes	monocyte (CD14-positive)	
CNhs11997	CD14+ Monocytes, donor3	No	No	No	male	Yes	monocyte (CD14-positive)	
CNhs13224	CD14+CD16- Monocytes, donor1	No	No	No	male	Yes	monocyte (CD14-positive CD16-negative)	
CNhs13216	CD14+CD16- Monocytes, donor2	No	No	No	male	Yes	monocyte (CD14-positive CD16-negative)	
CNhs13540	CD14+CD16- Monocytes, donor3	No	No	No	male	Yes	monocyte (CD14-positive CD16-negative)	
CNhs13541	CD14+CD16+ Monocytes, donor1	No	No	No	male	Yes	monocyte (CD14-positive CD16-positive)	
CNhs13208	CD14+CD16+ Monocytes, donor2	No	No	No	male	Yes	monocyte (CD14-positive CD16-positive)	
CNhs13549	CD14+CD16+ Monocytes, donor3	No	No	No	male	Yes	monocyte (CD14-positive CD16-positive)	
CNhs12177	CD19+ B Cells (pluriselect), donor090309, donation1	No	No	No		Yes	B cell (CD19-positive)	pluriselect
CNhs12179	CD19+ B Cells (pluriselect), donor090309, donation2	No	No	No		Yes	B cell (CD19-positive)	pluriselect
CNhs12181	CD19+ B Cells (pluriselect), donor090309, donation3	No	No	No		Yes	B cell (CD19-positive)	pluriselect
CNhs12531	CD19+ B Cells (pluriselect), donor090325, donation1	No	No	No	male	Yes	B cell (CD19-positive)	pluriselect
CNhs12175	CD19+ B Cells (pluriselect), donor090325, donation2	No	No	No	male	Yes	B cell (CD19-positive)	pluriselect
CNhs12183	CD19+ B Cells (pluriselect), donor090612, donation1	No	No	No		Yes	B cell (CD19-positive)	pluriselect
CNhs12185	CD19+ B Cells (pluriselect), donor090612, donation2	No	No	No		Yes	B cell (CD19-positive)	pluriselect
CNhs12188	CD19+ B Cells (pluriselect), donor090612, donation3	No	No	No		Yes	B cell (CD19-positive)	pluriselect
CNhs12343	CD19+ B Cells, donor1	No	No	No		Yes	B cell (CD19-positive)	
CNhs12352	CD19+ B Cells, donor2	No	No	No		Yes	B cell (CD19-positive)	
CNhs12354	CD19+ B Cells, donor3	No	No	No		Yes	B cell (CD19-positive)	
CNhs13552	CD34 cells differentiated to erythrocyte lineage, biol_ rep1	No	No	No		Yes	erythroblast (derived from CD34-positive cell)	
CNhs13553	CD34 cells differentiated to erythrocyte lineage, biol_ rep2	No	No	No		Yes	erythroblast (derived from CD34-positive cell)	
CNhs13227	CD34+ Progenitors, donor1	No	No	No		Yes	hematopoietic stem cell (CD34-positive)	
CNhs12205	CD34+ Progenitors, donor2	No	No	No		Yes	hematopoietic stem cell (CD34-positive)	
CNhs12588	CD34+ stem cells - adult bone marrow derived, donor1, tech_rep1	No	No	No		Yes	hematopoietic stem cell (CD34-positive; derived from bone marrow)	
CNhs12553	CD34+ stem cells - adult bone marrow derived, donor1, tech_rep2	No	No	No		Yes	hematopoietic stem cell (CD34-positive; derived from bone marrow)	
CNhs10853	CD4+ T Cells, donor1	No	No	No	male	Yes	T cell (CD4-positive)	
CNhs11955	CD4+ T Cells, donor2	No	No	No	male	Yes	T cell (CD4-positive)	
CNhs11998	CD4+ T Cells, donor3	No	No	No	female	Yes	T cell (CD4-positive)	
CNhs13215	CD4+CD25-CD45RA- memory conventional T cells expanded, donor1	No	No	No	male	No	T cell (CD4-positive CD25-negative CD45RA-negative memory conventional)	
CNhs13920	CD4+CD25-CD45RA- memory conventional T cells expanded, donor2	No	No	No	male	No	T cell (CD4-positive CD25-negative CD45RA-negative memory conventional)	
CNhs13921	CD4+CD25-CD45RA- memory conventional T cells expanded, donor3	No	No	No	male	No	T cell (CD4-positive CD25-negative CD45RA-negative memory conventional)	
CNhs13239	CD4+CD25-CD45RA- memory conventional T cells, donor1	No	No	No	male	Yes	T cell (CD4-positive CD25-negative CD45RA-negative memory conventional)	
CNhs13237	CD4+CD25-CD45RA- memory conventional T cells, donor2	No	No	No	male	Yes	T cell (CD4-positive CD25-negative CD45RA-negative memory conventional)	
CNhs13539	CD4+CD25-CD45RA- memory conventional T cells, donor3	No	No	No	male	Yes	T cell (CD4-positive CD25-negative CD45RA-negative memory conventional)	
CNhs13202	CD4+CD25-CD45RA+ naive conventional T cells expanded, donor1	No	No	No	male	No	T cell (CD4-positive CD25-negative CD45RA-positive naive conventional)	
CNhs13813	CD4+CD25-CD45RA+ naive conventional T cells expanded, donor2	No	No	No	male	No	T cell (CD4-positive CD25-negative CD45RA-positive naive conventional)	
CNhs13814	CD4+CD25-CD45RA+ naive conventional T cells expanded, donor3	No	No	No	male	No	T cell (CD4-positive CD25-negative CD45RA-positive naive conventional)	
CNhs13223	CD4+CD25-CD45RA+ naive conventional T cells, donor1	No	No	No	male	Yes	T cell (CD4-positive CD25-negative CD45RA-positive naive conventional)	
CNhs13205	CD4+CD25-CD45RA+ naive conventional T cells, donor2	No	No	No	male	Yes	T cell (CD4-positive CD25-negative CD45RA-positive naive conventional)	
CNhs13512	CD4+CD25-CD45RA+ naive conventional T cells, donor3	No	No	No	male	Yes	T cell (CD4-positive CD25-negative CD45RA-positive naive conventional)	
CNhs13204	CD4+CD25+CD45RA- memory regulatory T cells expanded, donor1	No	No	No	male	No	T cell (CD4-positive CD25-positive CD45RA-negative memory regulatory)	
CNhs13811	CD4+CD25+CD45RA- memory regulatory T cells expanded, donor2	No	No	No	male	No	T cell (CD4-positive CD25-positive CD45RA-negative memory regulatory)	
CNhs13812	CD4+CD25+CD45RA- memory regulatory T cells expanded, donor3	No	No	No	male	No	T cell (CD4-positive CD25-positive CD45RA-negative memory regulatory)	
CNhs13195	CD4+CD25+CD45RA- memory regulatory T cells, donor1	No	No	No	male	Yes	T cell (CD4-positive CD25-positive CD45RA-negative memory regulatory)	
CNhs13206	CD4+CD25+CD45RA- memory regulatory T cells, donor2	No	No	No	male	Yes	T cell (CD4-positive CD25-positive CD45RA-negative memory regulatory)	
CNhs13538	CD4+CD25+CD45RA- memory regulatory T cells, donor3	No	No	No	male	Yes	T cell (CD4-positive CD25-positive CD45RA-negative memory regulatory)	
CNhs13203	CD4+CD25+CD45RA+ naive regulatory T cells expanded, donor1	No	No	No	male	No	T cell (CD4-positive CD25-positive CD45RA-positive naive regulatory)	
CNhs13918	CD4+CD25+CD45RA+ naive regulatory T cells expanded, donor2	No	No	No	male	No	T cell (CD4-positive CD25-positive CD45RA-positive naive regulatory)	
CNhs13919	CD4+CD25+CD45RA+ naive regulatory T cells expanded, donor3	No	No	No	male	No	T cell (CD4-positive CD25-positive CD45RA-positive naive regulatory)	
CNhs13238	CD4+CD25+CD45RA+ naive regulatory T cells, donor1	No	No	No	male	Yes	T cell (CD4-positive CD25-positive CD45RA-positive naive regulatory)	
CNhs13235	CD4+CD25+CD45RA+ naive regulatory T cells, donor2	No	No	No	male	Yes	T cell (CD4-positive CD25-positive CD45RA-positive naive regulatory)	
CNhs13513	CD4+CD25+CD45RA+ naive regulatory T cells, donor3	No	No	No	male	Yes	T cell (CD4-positive CD25-positive CD45RA-positive naive regulatory)	
CNhs12176	CD8+ T Cells (pluriselect), donor090309, donation1	No	No	No		Yes	T cell (CD8-positive)	pluriselect
CNhs12178	CD8+ T Cells (pluriselect), donor090309, donation2	No	No	No		Yes	T cell (CD8-positive)	pluriselect
CNhs12180	CD8+ T Cells (pluriselect), donor090309, donation3	No	No	No		Yes	T cell (CD8-positive)	pluriselect
CNhs12201	CD8+ T Cells (pluriselect), donor090325, donation1	No	No	No	male	Yes	T cell (CD8-positive)	pluriselect
CNhs12199	CD8+ T Cells (pluriselect), donor090325, donation2	No	No	No	male	Yes	T cell (CD8-positive)	pluriselect
CNhs12182	CD8+ T Cells (pluriselect), donor090612, donation1	No	No	No		Yes	T cell (CD8-positive)	pluriselect
CNhs12184	CD8+ T Cells (pluriselect), donor090612, donation2	No	No	No		Yes	T cell (CD8-positive)	pluriselect
CNhs12187	CD8+ T Cells (pluriselect), donor090612, donation3	No	No	No		Yes	T cell (CD8-positive)	pluriselect
CNhs10854	CD8+ T Cells, donor1	No	No	No	male	Yes	T cell (CD8-positive)	
CNhs11956	CD8+ T Cells, donor2	No	No	No	male	Yes	T cell (CD8-positive)	
CNhs11999	CD8+ T Cells, donor3	No	No	No	male	Yes	T cell (CD8-positive)	
CNhs13799	cerebellum - adult, donor10196	No	No	No	female	Yes	cerebellum	
CNhs12323	cerebellum, adult, donor10252	No	No	No	female	Yes	cerebellum	
CNhs11795	cerebellum, adult, pool1	No	No	No		Yes	cerebellum	
CNhs14075	cerebellum, newborn, donor10223	No	No	No	male	Yes	cerebellum (newborn)	
CNhs12840	cerebral meninges, adult	No	No	No	male	Yes	meninges (brain)	
CNhs13437	cerebrospinal fluid, donor2	No	No	No	male	Yes	cerebrospinal fluid	
CNhs11288	cervical cancer cell line:D98-AH2	No	Yes	Yes	female	Yes	Detroit 98/AH-2	Human papillomavirus-related endocervical adenocarcinoma
CNhs11289	cervical cancer cell line:ME-180	No	Yes	Yes	female	Yes	ME-180	Human papillomavirus-related cervical squamous cell carcinoma
CNhs10618	cervix, adult, pool1	No	No	No	female	Yes	cervix	
CNhs11283	cholangiocellular carcinoma cell line:HuH-28	No	Yes	Yes	female	Yes	HuH-28	Intrahepatic cholangiocarcinoma
CNhs11923	Chondrocyte - de diff, donor1	No	No	No	male	Yes	chondrocyte	de-differentiated
CNhs11372	Chondrocyte - de diff, donor2	No	No	No	male	Yes	chondrocyte	de-differentiated
CNhs12020	Chondrocyte - de diff, donor3	No	No	No	male	Yes	chondrocyte	de-differentiated
CNhs11373	Chondrocyte - re diff, donor2	No	No	No	male	Yes	chondrocyte	re-differentiated
CNhs12021	Chondrocyte - re diff, donor3	No	No	No	male	Yes	chondrocyte	re-differentiated
CNhs11833	chondrosarcoma cell line:SW 1353	No	Yes	Yes	female	Yes	SW1353	Primary central chondrosarcoma
CNhs10740	choriocarcinoma cell line:BeWo	No	Yes	Yes	male	Yes	BeWo	Gestational choriocarcinoma
CNhs11875	choriocarcinoma cell line:SCH	No	Yes	Yes	male	Yes	SCH	Gastric choriocarcinoma
CNhs11820	choriocarcinoma cell line:T3M-3	No	Yes	Yes	female	Yes	T3M-3	Gestational choriocarcinoma
CNhs12504	chorionic membrane cells, donor1	No	No	No		Yes	chorionic membrane cell	
CNhs12506	chorionic membrane cells, donor2	No	No	No		Yes	chorionic membrane cell	
CNhs12380	chorionic membrane cells, donor3	No	No	No		Yes	chorionic membrane cell	
CNhs11714	chronic lymphocytic leukemia (T-CLL) cell line:SKW-3	No	Yes	Yes	male	Yes	SKW-3	Adult T acute lymphoblastic leukemia
CNhs11886	chronic myeloblastic leukemia (CML) cell line:KCL-22	No	Yes	Yes	female	Yes	KCL-22	Chronic myelogenous leukemia
CNhs11865	chronic myelogenous leukemia (CML) cell line:MEG-A2	No	Yes	Yes	male	Yes	MEG-A2	Adult acute megakaryoblastic leukemia
CNhs11250	chronic myelogenous leukemia cell line:K562	No	Yes	Yes	female	Yes	K-562	Chronic myelogenous leukemia
CNhs12334	chronic myelogenous leukemia cell line:K562 ENCODE, biol_rep1	No	Yes	Yes	female	Yes	K-562	Chronic myelogenous leukemia
CNhs12335	chronic myelogenous leukemia cell line:K562 ENCODE, biol_rep2	No	Yes	Yes	female	Yes	K-562	Chronic myelogenous leukemia
CNhs12336	chronic myelogenous leukemia cell line:K562 ENCODE, biol_rep3	No	Yes	Yes	female	Yes	K-562	Chronic myelogenous leukemia
CNhs10727	chronic myelogenous leukemia cell line:KU812	No	Yes	Yes	male	Yes	Ku812	Chronic myelogenous leukemia
CNhs10871	Ciliary Epithelial Cells, donor1	No	No	No		Yes	ciliary epithelial cell (fetal)	
CNhs11966	Ciliary Epithelial Cells, donor2	No	No	No		Yes	ciliary epithelial cell (fetal)	
CNhs12009	Ciliary Epithelial Cells, donor3	No	No	No		Yes	ciliary epithelial cell (fetal)	
CNhs11745	clear cell carcinoma cell line:JHOC-5	No	Yes	Yes	female	Yes	JHOC-5	Ovarian clear cell adenocarcinoma
CNhs11930	clear cell carcinoma cell line:TEN	No	Yes	Yes	female	Yes	TEN	Endometrial carcinoma
CNhs10608	Clontech Human Universal Reference Total RNA, pool1					No	N/A	???
CNhs14419	COBL-a rinderpest infection, 00hr, biol_rep1					No	COBL-a	infection
CNhs14420	COBL-a rinderpest infection, 00hr, biol_rep2					No	COBL-a	infection
CNhs14421	COBL-a rinderpest infection, 00hr, biol_rep3					No	COBL-a	infection
CNhs14422	COBL-a rinderpest infection, 06hr, biol_rep1					No	COBL-a	infection
CNhs14423	COBL-a rinderpest infection, 06hr, biol_rep2					No	COBL-a	infection
CNhs14424	COBL-a rinderpest infection, 06hr, biol_rep3					No	COBL-a	infection
CNhs14425	COBL-a rinderpest infection, 12hr, biol_rep1					No	COBL-a	infection
CNhs14426	COBL-a rinderpest infection, 12hr, biol_rep2					No	COBL-a	infection
CNhs14427	COBL-a rinderpest infection, 12hr, biol_rep3					No	COBL-a	infection
CNhs14428	COBL-a rinderpest infection, 24hr, biol_rep1					No	COBL-a	infection
CNhs14429	COBL-a rinderpest infection, 24hr, biol_rep2					No	COBL-a	infection
CNhs14430	COBL-a rinderpest infection, 24hr, biol_rep3					No	COBL-a	infection
CNhs14431	COBL-a rinderpest infection, 48hr, biol_rep1					No	COBL-a	infection
CNhs14432	COBL-a rinderpest infection, 48hr, biol_rep2					No	COBL-a	infection
CNhs14434	COBL-a rinderpest infection, 48hr, biol_rep3					No	COBL-a	infection
CNhs14435	COBL-a rinderpest(-C) infection, 06hr, biol_rep1					No	COBL-a	infection
CNhs14436	COBL-a rinderpest(-C) infection, 06hr, biol_rep2					No	COBL-a	infection
CNhs14437	COBL-a rinderpest(-C) infection, 06hr, biol_rep3					No	COBL-a	infection
CNhs14438	COBL-a rinderpest(-C) infection, 12hr, biol_rep1					No	COBL-a	infection
CNhs14439	COBL-a rinderpest(-C) infection, 12hr, biol_rep2					No	COBL-a	infection
CNhs14440	COBL-a rinderpest(-C) infection, 12hr, biol_rep3					No	COBL-a	infection
CNhs14441	COBL-a rinderpest(-C) infection, 24hr, biol_rep1					No	COBL-a	infection
CNhs14442	COBL-a rinderpest(-C) infection, 24hr, biol_rep2					No	COBL-a	infection
CNhs14443	COBL-a rinderpest(-C) infection, 24hr, biol_rep3					No	COBL-a	infection
CNhs14444	COBL-a rinderpest(-C) infection, 48hr, biol_rep1					No	COBL-a	infection
CNhs14445	COBL-a rinderpest(-C) infection, 48hr, biol_rep2					No	COBL-a	infection
CNhs14446	COBL-a rinderpest(-C) infection, 48hr, biol_rep3					No	COBL-a	infection
CNhs11280	colon carcinoma cell line:CACO-2	No	Yes	Yes	male	Yes	Caco-2	Colon adenocarcinoma
CNhs10737	colon carcinoma cell line:COLO-320	No	Yes	Yes	female	Yes	COLO 320	Colon adenocarcinoma
CNhs11794	colon, adult, donor1	No	No	No	female	Yes	colon	
CNhs10619	colon, adult, pool1	No	No	No		Yes	colon	
CNhs11780	colon, fetal, donor1	No	No	No	female	Yes	colon (fetal)	
CNhs12518	common myeloid progenitor CMP, donor1	No	No	No		Yes	common myeloid progenitor	
CNhs12523	common myeloid progenitor CMP, donor2	No	No	No		Yes	common myeloid progenitor	
CNhs11050	cord blood derived cell line:COBL-a 24h infection	Yes	Yes	No		No	COBL-a	cell line does not exist on cellosaurus
CNhs11049	cord blood derived cell line:COBL-a 24h infection(-C)	Yes	Yes	No		No	COBL-a	cell line does not exist on cellosaurus
CNhs11045	cord blood derived cell line:COBL-a untreated	No	Yes	No		Yes	COBL-a	cell line does not exist on cellosaurus
CNhs11336	Corneal Epithelial Cells, donor1	No	No	No		Yes	corneal epithelial cell	
CNhs12094	Corneal Epithelial Cells, donor2	No	No	No		Yes	corneal epithelial cell	
CNhs12123	Corneal Epithelial Cells, donor3	No	No	No		Yes	corneal epithelial cell	
CNhs10649	corpus callosum, adult, pool1	No	No	No		Yes	corpus callosum	
CNhs13439	cruciate ligament, donor2	No	No	No	male	Yes	ligament (cruciate)	
CNhs11062	Dendritic Cells - monocyte immature derived, donor1, rep2	No	No	No	female	Yes	dendritic cell (derived from immature monocyte)	
CNhs10855	Dendritic Cells - monocyte immature derived, donor1, tech_rep1	No	No	No	female	Yes	dendritic cell (derived from immature monocyte)	
CNhs12195	Dendritic Cells - monocyte immature derived, donor2	No	No	No	male	Yes	dendritic cell (derived from immature monocyte)	
CNhs12000	Dendritic Cells - monocyte immature derived, donor3	No	No	No	male	Yes	dendritic cell (derived from immature monocyte)	
CNhs10857	Dendritic Cells - plasmacytoid, donor1	No	No	No	female	Yes	plasmacytoid dendritic cell	
CNhs12196	Dendritic Cells - plasmacytoid, donor2	No	No	No	male	Yes	plasmacytoid dendritic cell	
CNhs12200	Dendritic Cells - plasmacytoid, donor3	No	No	No	female	Yes	plasmacytoid dendritic cell	
CNhs11779	diaphragm, fetal, donor1	No	No	No	male	Yes	diaphragm (fetal)	
CNhs12610	diencephalon, adult	No	No	No	male	Yes	diencephalon	
CNhs11741	diffuse large B-cell lymphoma cell line:CTB-1	No	Yes	Yes	male	Yes	CTB-1	Diffuse large B-cell lymphoma
CNhs11100	ductal cell carcinoma cell line:KLM-1	No	Yes	Yes	male	Yes	KLM-1	Pancreatic ductal adenocarcinoma
CNhs11259	ductal cell carcinoma cell line:MIA Paca2	No	Yes	Yes	male	Yes	MIA PaCa-2	Pancreatic ductal adenocarcinoma
